country,iso2c,iso3c,year,status,lastupdated,lifeExp,pop,gdpPercap,region,capital,longitude,latitude,income,lending
Africa Eastern and Southern,ZH,AFE,1971,,2022-09-16,47.1028663204687,175100167,1455.6812336759,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1972,,2022-09-16,47.4711684318316,180141148,1445.37267020505,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1974,,2022-09-16,48.1749986572569,190800796,1509.09838488693,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2014,,2022-09-16,61.6473665890637,578075373,1552.9870307622,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2015,,2022-09-16,62.2592883749182,593871847,1556.31646949666,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2012,,2022-09-16,60.1855610471991,547482863,1513.36972804907,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1965,,2022-09-16,44.8269185053447,148769974,1296.49055171917,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1970,,2022-09-16,46.7287965127791,170257189,1420.76939131094,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2010,,2022-09-16,58.4706966763051,518468229,1527.2296540113,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2016,,2022-09-16,62.7876814850688,609978946,1548.81307580209,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1983,,2022-09-16,50.6103849128502,248146290,1413.11550997579,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2013,,2022-09-16,60.9533629561754,562601578,1534.55767498584,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1985,,2022-09-16,51.0580570906536,263161451,1366.39523060903,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2011,,2022-09-16,59.3535949230704,532760424,1540.96642220751,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1987,,2022-09-16,51.2997808475578,279184536,1373.17963307298,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2017,,2022-09-16,63.2462635340566,626392880,1546.79557128482,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2018,,2022-09-16,63.648988039777,643090131,1544.07797470558,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1986,,2022-09-16,51.2142808516956,271050065,1356.95750804546,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2020,,2022-09-16,64.3257022314803,677243299,1452.73025053824,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2021,,2022-09-16,NA,694665117,1477.24926579268,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1993,,2022-09-16,50.8902461024847,331265579,1209.95186642603,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1994,,2022-09-16,50.8418649636072,340379934,1201.4085171198,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1995,,2022-09-16,50.8084844038107,349605660,1219.89383163699,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1996,,2022-09-16,50.7961569715184,358953595,1252.71947308005,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1984,,2022-09-16,50.8483347763205,255530063,1413.53075792417,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1960,,2022-09-16,42.7160525263364,130836765,1175.73528547344,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1961,,2022-09-16,43.1669350691766,134159786,1149.36056189587,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1962,,2022-09-16,43.6039902540244,137614644,1209.93045143798,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2001,,2022-09-16,51.6064582838941,408522129,1287.2157796866,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2002,,2022-09-16,52.0431492826438,419223717,1303.19369161608,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2019,,2022-09-16,64.0052126245997,660046272,1534.89014669817,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2004,,2022-09-16,53.2289134701853,441630149,1345.42330806898,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1966,,2022-09-16,45.213047707773804,152752671,1312.08504363903,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1967,,2022-09-16,45.5942941174189,156876454,1344.75521267186,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1968,,2022-09-16,45.9740588428679,161156430,1361.71423362134,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1969,,2022-09-16,46.3523988952427,165611760,1395.04435605079,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2009,,2022-09-16,57.5487718622889,504604672,1492.30355765502,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2000,,2022-09-16,51.2761288844047,398113044,1274.25037842186,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1997,,2022-09-16,50.8206135660064,368440591,1274.45647293917,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1998,,2022-09-16,50.8976071774296,378098393,1264.85528836602,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1999,,2022-09-16,51.0441913292055,387977990,1265.14516022764,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1978,,2022-09-16,49.3663275658959,214368393,1437.31828728243,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1988,,2022-09-16,51.3085954769909,287524258,1386.65449646649,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1989,,2022-09-16,51.2517631065044,296024639,1385.86300671114,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1977,,2022-09-16,49.0978495787067,208193045,1464.8119979573,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1982,,2022-09-16,50.3634564074708,240999134,1452.80996527391,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1979,,2022-09-16,49.6199971960873,220740384,1434.85152783709,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1980,,2022-09-16,49.8706925374772,227305945,1468.92096062617,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1981,,2022-09-16,50.11588583507,234058404,1488.3234508865,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1990,,2022-09-16,51.154113100187,304648010,1346.10043990838,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1991,,2022-09-16,51.0484138261888,313394693,1309.90937322192,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1992,,2022-09-16,50.9572621198378,322270073,1248.62353458948,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2006,,2022-09-16,54.7917066462486,465581372,1443.04396658228,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2007,,2022-09-16,55.6823435005197,478166911,1497.85678084754,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2008,,2022-09-16,56.6097989195142,491173160,1521.5295861783,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2003,,2022-09-16,52.5858533977139,430246635,1308.92066728397,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2005,,2022-09-16,53.96655013393,453404076,1390.645360518,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1993,,2022-09-16,48.9337077497748,221754806,1191.48012489397,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2005,,2022-09-16,51.2834866628333,305520588,1455.94085131097,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1994,,2022-09-16,48.9255053499213,227692136,1156.93332508794,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1995,,2022-09-16,48.9099367837816,233807627,1148.38397117351,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1996,,2022-09-16,48.8998752881811,240114179,1169.98488312834,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1997,,2022-09-16,48.9091299499562,246613750,1187.38869480748,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1998,,2022-09-16,48.9553390213338,253302310,1196.57174725313,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1999,,2022-09-16,49.0526389223187,260170348,1181.53882361844,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1967,,2022-09-16,40.0664076306498,112195950,1032.15859858175,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1968,,2022-09-16,40.4828320446893,114781116,1023.70010430439,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1979,,2022-09-16,45.8974752841206,151663853,1586.30642282273,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1966,,2022-09-16,39.6627616818468,109701811,1167.03604061464,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1985,,2022-09-16,48.0793808980202,178826553,1224.49468209924,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1986,,2022-09-16,48.2845808464756,183785612,1208.3094810662799,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1969,,2022-09-16,40.9142150205219,117468741,1155.24036899762,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1984,,2022-09-16,47.8305364853668,173991851,1192.32633613107,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1976,,2022-09-16,44.373966114244,139813171,1596.46132481661,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1977,,2022-09-16,44.8922264707661,143615715,1627.64455207933,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1978,,2022-09-16,45.4026805804062,147571063,1549.26260400042,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1992,,2022-09-16,48.9234160699463,215976366,1237.72147769974,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1963,,2022-09-16,38.4637462992862,102691339,1157.52087874728,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1964,,2022-09-16,38.8670727302204,104953470,1193.68961219171,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1965,,2022-09-16,39.264841022967,107289875,1214.98438621436,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2007,,2022-09-16,52.4639575630919,322741656,1532.65454248403,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,,2022-09-16,53.0495003986077,331772330,1584.55569404916,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2009,,2022-09-16,53.6120895132647,341050537,1638.1663279089,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1970,,2022-09-16,41.3651166262866,120269044,1330.41624793317,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2000,,2022-09-16,49.2197138106225,267214544,1193.35487895189,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2001,,2022-09-16,49.4751356037932,274433894,1222.53149540358,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2002,,2022-09-16,49.8169286273063,281842480,1308.23950616143,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1960,,2022-09-16,37.2053802888777,96396419,1087.63993058076,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1961,,2022-09-16,37.6325458107287,98407221,1085.11255225702,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1962,,2022-09-16,38.0526124460236,100506960,1102.49938221035,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2017,,2022-09-16,57.382362702625,423769930,1839.11339500237,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1980,,2022-09-16,46.3661037063484,155882270,1574.17539390181,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1981,,2022-09-16,46.7982921877146,160223588,1425.3480332464,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1982,,2022-09-16,47.1886175651087,164689764,1340.23626645772,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1983,,2022-09-16,47.5339854517934,169279422,1218.70075129427,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2020,,2022-09-16,58.4459527348481,458803476,1788.64715722256,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2021,,2022-09-16,NA,470898870,1810.92777448486,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1971,,2022-09-16,41.8372135384403,123184308,1439.31264955536,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1972,,2022-09-16,42.327042722952,126218502,1448.90472526175,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1973,,2022-09-16,42.8290770572674,129384954,1472.99983717994,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1974,,2022-09-16,43.3392192743596,132699537,1583.41601300775,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1975,,2022-09-16,43.8550419702596,136173544,1509.62546442466,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2016,,2022-09-16,56.9747611509084,412551299,1846.33288661952,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2003,,2022-09-16,50.2394323653305,289469530,1344.06217212777,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2004,,2022-09-16,50.7334166512703,297353098,1413.27798912241,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2019,,2022-09-16,58.1157227231324,446911598,1852.86172846094,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2006,,2022-09-16,51.8682025707247,313985474,1492.82915111178,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1987,,2022-09-16,48.4541278305564,188868567,1192.82051570268,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2018,,2022-09-16,57.7623467867763,435229381,1843.55469505772,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1989,,2022-09-16,48.719230807331,199382783,1211.5713630814,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2010,,2022-09-16,54.1443067090058,350556886,1704.61994547136,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1991,,2022-09-16,48.8859342755717,210332267,1237.59446649161,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1988,,2022-09-16,48.5974209842621,194070079,1217.08477831196,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2012,,2022-09-16,55.1389443224205,370243017,1779.26678551999,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1990,,2022-09-16,48.8169994009146,204803865,1256.91066684824,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2014,,2022-09-16,56.0882690441146,390882979,1894.18267773123,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2011,,2022-09-16,54.6499981291251,360285439,1739.00522138238,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2013,,2022-09-16,55.6189864082126,380437896,1837.28580824917,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2015,,2022-09-16,56.5420091409512,401586651,1894.32211518466,Aggregates,,,,Aggregates,Aggregates
Albania,AL,ALB,1969,,2022-09-16,66.689,2081695,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1971,,2022-09-16,67.237,2187853,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1968,,2022-09-16,66.487,2022272,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2009,,2022-09-16,76.221,2927519,3432.16997279698,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1970,,2022-09-16,66.935,2135479,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1967,,2022-09-16,66.304,1965598,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1972,,2022-09-16,67.582,2243126,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1973,,2022-09-16,67.953,2296752,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1960,,2022-09-16,62.283,1608800,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2011,,2022-09-16,76.914,2905195,3678.04673786035,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1966,,2022-09-16,66.11,1914573,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2008,,2022-09-16,75.912,2947314,3298.47804428531,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1980,,2022-09-16,70.208,2671997,1740.50538249229,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2010,,2022-09-16,76.562,2913021,3577.11338784054,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1982,,2022-09-16,70.635,2784278,1818.3673437536,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
